Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004
Country_2342,C2342,Indicator,I,121020,248879,16071,181713,497249
Country_2343,C2343,Indicator,I,301212,42978,94517,304637,801236
Country_2344,C2344,Indicator,I,957602,484313,76626,175082,105202
Country_2345,C2345,Indicator,I,426002,68098,461453,604432,318485
Country_2346,C2346,Indicator,I,662162,672401,132448,496663,227232
Country_2347,C2347,Indicator,I,134304,695376,410667,477296,566985
Country_2348,C2348,Indicator,I,224726,489777,40888,484723,582674
Country_2349,C2349,Indicator,I,625666,994350,752939,793577,432161
Country_2350,C2350,Indicator,I,668373,824065,891731,212866,668416
Country_2351,C2351,Indicator,I,844276,263316,345844,214942,749178
Country_2352,C2352,Indicator,I,67070,515169,503588,228262,342113
Country_2353,C2353,Indicator,I,856504,956830,212269,954463,723072
Country_2354,C2354,Indicator,I,132028,504568,443026,913636,853914
Country_2355,C2355,Indicator,I,557934,394929,438932,343426,815296
Country_2356,C2356,Indicator,I,121684,184822,868687,485726,375802
Country_2357,C2357,Indicator,I,674857,46154,160747,70008,398680
Country_2358,C2358,Indicator,I,238314,466133,531231,154545,71625
Country_2359,C2359,Indicator,I,797286,371812,339849,953502,114879
Country_2360,C2360,Indicator,I,863660,357257,986502,920072,675386
Country_2361,C2361,Indicator,I,559535,801350,938366,820095,921975
Country_2362,C2362,Indicator,I,406502,420312,354955,936669,787031
Country_2363,C2363,Indicator,I,766842,913054,111355,447077,929979
Country_2364,C2364,Indicator,I,16251,792672,577728,154818,410868
Country_2365,C2365,Indicator,I,81523,892932,561906,861351,518745
Country_2366,C2366,Indicator,I,34631,176850,475924,400807,229370
Country_2367,C2367,Indicator,I,692307,289325,474915,15677,157410
Country_2368,C2368,Indicator,I,584243,890546,84301,176676,28576
Country_2369,C2369,Indicator,I,763901,836764,607236,538275,832964
Country_2370,C2370,Indicator,I,122056,377781,754608,287965,798062
Country_2371,C2371,Indicator,I,94212,734931,666933,103131,711060
Country_2372,C2372,Indicator,I,777481,650128,979206,360554,764968
Country_2373,C2373,Indicator,I,240684,555247,4072,118418,173306
Country_2374,C2374,Indicator,I,900079,527208,689854,623591,797581
Country_2375,C2375,Indicator,I,675826,41,522826,848130,85741
Country_2376,C2376,Indicator,I,882831,86235,169230,966501,998910
Country_2377,C2377,Indicator,I,487798,604163,862587,875001,19638
Country_2378,C2378,Indicator,I,138458,564743,856608,561555,637917
Country_2379,C2379,Indicator,I,580228,554003,61400,46970,778266
Country_2380,C2380,Indicator,I,881302,92983,782238,93650,86363
Country_2381,C2381,Indicator,I,150327,400263,57446,359981,280395
Country_2382,C2382,Indicator,I,889290,868017,184430,664559,600100
Country_2383,C2383,Indicator,I,379681,190004,175822,178003,483790
Country_2384,C2384,Indicator,I,12316,852564,18175,635507,593515
Country_2385,C2385,Indicator,I,836017,61030,257456,1017,735109
Country_2386,C2386,Indicator,I,993827,932810,447134,940651,322915
Country_2387,C2387,Indicator,I,721237,184238,478628,602924,519856
Country_2388,C2388,Indicator,I,180727,288512,853000,747495,938709
Country_2389,C2389,Indicator,I,156914,272437,973922,648875,47476
Country_2390,C2390,Indicator,I,949442,514900,435049,698183,802807
Country_2391,C2391,Indicator,I,823488,507629,777198,385370,583407
Country_2392,C2392,Indicator,I,764522,805788,667847,572528,382744
Country_2393,C2393,Indicator,I,498144,313394,605106,732455,477944
Country_2394,C2394,Indicator,I,286404,392966,651773,148665,717736
Country_2395,C2395,Indicator,I,280322,886805,660987,597951,897230
Country_2396,C2396,Indicator,I,321794,821008,808083,117267,448410
Country_2397,C2397,Indicator,I,891029,576245,751271,708929,497974
Country_2398,C2398,Indicator,I,536680,674494,229178,394345,657713
Country_2399,C2399,Indicator,I,376220,623021,799751,80930,103945
Country_2400,C2400,Indicator,I,887954,324491,952215,1044,161580
Country_2401,C2401,Indicator,I,472126,355961,286263,739787,705478
Country_2402,C2402,Indicator,I,676037,398961,444067,186504,613324
Country_2403,C2403,Indicator,I,338687,962746,18247,662689,504328
Country_2404,C2404,Indicator,I,876391,937403,699699,263495,245251
Country_2405,C2405,Indicator,I,394257,36018,789968,662602,483304
Country_2406,C2406,Indicator,I,63911,144318,219794,499298,574640
Country_2407,C2407,Indicator,I,402437,556636,176752,690988,477574
Country_2408,C2408,Indicator,I,157121,94812,390090,777943,490321
Country_2409,C2409,Indicator,I,801410,308201,101177,68659,685936
Country_2410,C2410,Indicator,I,549808,117571,714816,574019,617375
Country_2411,C2411,Indicator,I,629174,326307,227641,466563,141862
Country_2412,C2412,Indicator,I,338737,725438,541958,720974,393025
Country_2413,C2413,Indicator,I,832684,856348,556323,35284,449956
Country_2414,C2414,Indicator,I,612150,709088,772394,349249,809022
Country_2415,C2415,Indicator,I,260146,303010,427080,882076,515003
Country_2416,C2416,Indicator,I,595128,252982,839386,774170,68365
Country_2417,C2417,Indicator,I,565822,738012,447995,358182,884741
Country_2418,C2418,Indicator,I,629952,276968,543251,338308,814864
Country_2419,C2419,Indicator,I,179662,86467,239764,749874,890131
Country_2420,C2420,Indicator,I,598266,816849,960947,926508,986737
Country_2421,C2421,Indicator,I,472983,104712,838553,722634,520582
Country_2422,C2422,Indicator,I,215365,269194,655716,81874,836875
Country_2423,C2423,Indicator,I,224848,29137,491922,196300,102571
Country_2424,C2424,Indicator,I,315755,796647,663567,326837,40965
Country_2425,C2425,Indicator,I,553736,773952,905379,420787,957718
Country_2426,C2426,Indicator,I,44057,959922,687868,733996,732821
Country_2427,C2427,Indicator,I,20439,114685,766428,280351,322466
Country_2428,C2428,Indicator,I,500390,845229,815278,925253,290807
Country_2429,C2429,Indicator,I,903096,720517,570203,326664,268437
Country_2430,C2430,Indicator,I,264507,561251,297619,749469,983274
Country_2431,C2431,Indicator,I,282012,946313,534785,795417,317463
Country_2432,C2432,Indicator,I,872067,326744,351049,307790,306781
Country_2433,C2433,Indicator,I,513367,899453,54782,224441,532841
Country_2434,C2434,Indicator,I,48182,390555,612985,868077,977178
Country_2435,C2435,Indicator,I,368687,403154,355899,472783,933324
Country_2436,C2436,Indicator,I,698439,177652,772382,383819,357903
Country_2437,C2437,Indicator,I,421658,30835,978088,983931,890244
Country_2438,C2438,Indicator,I,381634,264571,141947,506436,740548
Country_2439,C2439,Indicator,I,653493,197835,80388,280688,963167
Country_2440,C2440,Indicator,I,227235,888300,534513,317717,846795
Country_2441,C2441,Indicator,I,174872,960567,517134,671062,887901
Country_2442,C2442,Indicator,I,14237,323251,137048,975147,927161
Country_2443,C2443,Indicator,I,75723,754001,542335,560242,687311
Country_2444,C2444,Indicator,I,93994,323657,986782,70359,152035
Country_2445,C2445,Indicator,I,894961,95495,126556,300513,539534
Country_2446,C2446,Indicator,I,834748,707638,987504,167363,154077
Country_2447,C2447,Indicator,I,938976,83785,898035,814295,53305
Country_2448,C2448,Indicator,I,400142,753365,657066,930274,232245
Country_2449,C2449,Indicator,I,167831,671904,656519,755281,526098
Country_2450,C2450,Indicator,I,575827,961653,881451,613505,180783
Country_2451,C2451,Indicator,I,986718,324245,817593,130660,617983
Country_2452,C2452,Indicator,I,957013,32840,26801,641197,583998
Country_2453,C2453,Indicator,I,106486,473647,54203,515218,643754
Country_2454,C2454,Indicator,I,748358,901659,971882,317909,379239
Country_2455,C2455,Indicator,I,2786,813968,356847,177343,99594
Country_2456,C2456,Indicator,I,940334,516454,444723,732008,906305
Country_2457,C2457,Indicator,I,285709,932532,728910,45894,352797
Country_2458,C2458,Indicator,I,362566,417327,583318,368241,40179
Country_2459,C2459,Indicator,I,511268,890454,762889,454341,433169
Country_2460,C2460,Indicator,I,598927,628051,734825,208567,611971
Country_2461,C2461,Indicator,I,125840,631920,293115,419430,71372
Country_2462,C2462,Indicator,I,692921,837093,693739,450290,90161
Country_2463,C2463,Indicator,I,456566,151720,160818,15186,292440
Country_2464,C2464,Indicator,I,834890,960184,131547,374152,185406
Country_2465,C2465,Indicator,I,711799,745748,207120,755742,231223
Country_2466,C2466,Indicator,I,525038,972223,531561,918287,434914
Country_2467,C2467,Indicator,I,998500,494629,678565,815062,84868
Country_2468,C2468,Indicator,I,974799,35991,954318,702193,248603
Country_2469,C2469,Indicator,I,83176,21349,168060,731213,670021
Country_2470,C2470,Indicator,I,165164,124709,679318,15509,490688
Country_2471,C2471,Indicator,I,505430,854915,474611,396484,807341
Country_2472,C2472,Indicator,I,406611,183471,898222,218748,334058
Country_2473,C2473,Indicator,I,243738,775741,1563,338804,583675
Country_2474,C2474,Indicator,I,441743,434838,38334,778627,299202
Country_2475,C2475,Indicator,I,16482,953403,104788,803093,937138
Country_2476,C2476,Indicator,I,75001,177525,352940,930206,952694
Country_2477,C2477,Indicator,I,356207,441328,983632,470790,689409
Country_2478,C2478,Indicator,I,622976,147518,682926,111785,277079
Country_2479,C2479,Indicator,I,692050,777785,500439,267330,106408
Country_2480,C2480,Indicator,I,600335,438957,892081,305516,998496
Country_2481,C2481,Indicator,I,367218,741570,646627,597663,513821
Country_2482,C2482,Indicator,I,96705,897355,214995,644335,179466
Country_2483,C2483,Indicator,I,766717,793941,87030,380673,816703
Country_2484,C2484,Indicator,I,28170,284919,675499,681137,303823
Country_2485,C2485,Indicator,I,962911,537655,873525,89348,653254
Country_2486,C2486,Indicator,I,852305,907594,593250,563944,583695
Country_2487,C2487,Indicator,I,718810,555735,311632,865360,196164
Country_2488,C2488,Indicator,I,432666,68815,126030,202347,417388
Country_2489,C2489,Indicator,I,83171,989059,267702,172316,439362
Country_2490,C2490,Indicator,I,636696,445607,261487,89014,149664
Country_2491,C2491,Indicator,I,383979,557839,962486,902907,303544
Country_2492,C2492,Indicator,I,971127,761747,871461,139825,867876
Country_2493,C2493,Indicator,I,956729,339257,147129,793299,205853
Country_2494,C2494,Indicator,I,823879,508067,614578,661345,26625
Country_2495,C2495,Indicator,I,300907,973840,308236,530899,33292
Country_2496,C2496,Indicator,I,928551,890666,421199,287817,336866
Country_2497,C2497,Indicator,I,262458,774798,270922,711633,621097
Country_2498,C2498,Indicator,I,944753,839932,945035,330645,614681
Country_2499,C2499,Indicator,I,761178,108523,864124,631213,979433
Country_2500,C2500,Indicator,I,406342,755963,809895,66658,244535
Country_2501,C2501,Indicator,I,558944,722760,205451,949420,263251
Country_2502,C2502,Indicator,I,95253,237911,983202,594049,725494
Country_2503,C2503,Indicator,I,615016,832945,220668,114622,99546
Country_2504,C2504,Indicator,I,642646,718333,671953,176538,555033
Country_2505,C2505,Indicator,I,185329,883702,281725,272921,802996
Country_2506,C2506,Indicator,I,776167,632363,977829,194531,847425
Country_2507,C2507,Indicator,I,308018,956360,481657,444091,30879
Country_2508,C2508,Indicator,I,274788,152191,426474,366090,622377
Country_2509,C2509,Indicator,I,282428,48325,664131,100334,123989
Country_2510,C2510,Indicator,I,361520,558360,730738,804744,130982
Country_2511,C2511,Indicator,I,928322,136731,330567,12169,273971
Country_2512,C2512,Indicator,I,967225,475141,480129,455876,618191
Country_2513,C2513,Indicator,I,119260,464115,329166,418235,368678
Country_2514,C2514,Indicator,I,981137,988640,432387,408765,133691
Country_2515,C2515,Indicator,I,148117,565090,529945,189919,889923
Country_2516,C2516,Indicator,I,588232,665668,511105,980755,608323
Country_2517,C2517,Indicator,I,981905,311337,301807,106001,179263
Country_2518,C2518,Indicator,I,919225,731296,619783,540510,807285
Country_2519,C2519,Indicator,I,86037,757111,991740,392321,604502
Country_2520,C2520,Indicator,I,196661,731494,463114,470917,488177
Country_2521,C2521,Indicator,I,560949,934257,469555,311529,502574
Country_2522,C2522,Indicator,I,210062,315697,148678,506096,442489
Country_2523,C2523,Indicator,I,171554,660747,323069,906945,600399
Country_2524,C2524,Indicator,I,625497,332846,330179,947766,971939
Country_2525,C2525,Indicator,I,311482,956413,516111,117539,531427
Country_2526,C2526,Indicator,I,478825,485985,2331,705326,910982
Country_2527,C2527,Indicator,I,412884,593423,782501,489959,402458
Country_2528,C2528,Indicator,I,390777,893563,355220,612114,179272
Country_2529,C2529,Indicator,I,701166,239684,576953,684104,348549
Country_2530,C2530,Indicator,I,485373,566488,447831,760314,870104
Country_2531,C2531,Indicator,I,756671,193933,283339,257225,259623
Country_2532,C2532,Indicator,I,572570,675966,72105,132961,872371
Country_2533,C2533,Indicator,I,946241,621859,415445,486403,860013
Country_2534,C2534,Indicator,I,301630,317400,958332,249138,971150
Country_2535,C2535,Indicator,I,604223,155528,534659,415049,92482
Country_2536,C2536,Indicator,I,425617,773362,877895,997984,864512
Country_2537,C2537,Indicator,I,626824,258832,255728,819383,478003
Country_2538,C2538,Indicator,I,930243,217880,364248,617705,849875
Country_2539,C2539,Indicator,I,772975,659607,375152,983842,429784
Country_2540,C2540,Indicator,I,505431,249309,971910,775417,113427
Country_2541,C2541,Indicator,I,843777,770288,595071,746233,256128
Country_2542,C2542,Indicator,I,902673,76951,838090,893244,154846
Country_2543,C2543,Indicator,I,388805,368154,69977,462084,105354
Country_2544,C2544,Indicator,I,509723,465037,698509,649093,413617
Country_2545,C2545,Indicator,I,450989,965873,44471,407763,50337
Country_2546,C2546,Indicator,I,885784,213512,779915,725672,368534
Country_2547,C2547,Indicator,I,119207,148043,428348,707783,315927
Country_2548,C2548,Indicator,I,624922,568299,453471,108551,706570
Country_2549,C2549,Indicator,I,954030,925257,317637,727637,751141
Country_2550,C2550,Indicator,I,553417,644085,446208,298073,519249
Country_2551,C2551,Indicator,I,188296,539135,522318,192038,231654
Country_2552,C2552,Indicator,I,228858,514029,879400,772364,424773
Country_2553,C2553,Indicator,I,325728,310511,23707,103012,461685
Country_2554,C2554,Indicator,I,22747,968588,447716,563307,206244
Country_2555,C2555,Indicator,I,241541,443993,131731,549583,654977
Country_2556,C2556,Indicator,I,293237,642628,885622,957784,84622
Country_2557,C2557,Indicator,I,331720,384415,659991,602093,563718
Country_2558,C2558,Indicator,I,570842,707773,960251,883332,248821
Country_2559,C2559,Indicator,I,30857,702053,128913,85357,631188
Country_2560,C2560,Indicator,I,939195,410266,483995,162107,474447
Country_2561,C2561,Indicator,I,493592,196962,46059,637463,623912
Country_2562,C2562,Indicator,I,986027,731858,808340,970434,639482
Country_2563,C2563,Indicator,I,673445,921089,725369,342137,804036
Country_2564,C2564,Indicator,I,831529,967832,598948,672166,864015
Country_2565,C2565,Indicator,I,418724,513856,799922,103261,732464
Country_2566,C2566,Indicator,I,962986,380445,932704,561771,738089
Country_2567,C2567,Indicator,I,991890,801935,113930,219881,370079
Country_2568,C2568,Indicator,I,425752,426630,595494,432012,358376
Country_2569,C2569,Indicator,I,661018,57142,220701,219228,829784
Country_2570,C2570,Indicator,I,340957,96732,223338,948194,821186
Country_2571,C2571,Indicator,I,877198,560492,155196,279861,538078
Country_2572,C2572,Indicator,I,507007,373208,668308,499434,677068
Country_2573,C2573,Indicator,I,410225,993529,543890,460503,223889
Country_2574,C2574,Indicator,I,758805,232791,25295,908626,942344
Country_2575,C2575,Indicator,I,75049,918352,927930,750320,808366
Country_2576,C2576,Indicator,I,688933,969628,191902,989267,116245
Country_2577,C2577,Indicator,I,349920,578316,557454,65224,814872
Country_2578,C2578,Indicator,I,623340,838497,981413,266116,313446
Country_2579,C2579,Indicator,I,998558,42495,645636,741109,535403
Country_2580,C2580,Indicator,I,516760,31350,284322,310214,999016
Country_2581,C2581,Indicator,I,695295,507371,371720,68451,176870
Country_2582,C2582,Indicator,I,175819,301819,859933,479726,196702
Country_2583,C2583,Indicator,I,529240,705256,738114,688302,596551
Country_2584,C2584,Indicator,I,511321,944255,775760,871048,872653
Country_2585,C2585,Indicator,I,185427,871980,907487,49917,128024
Country_2586,C2586,Indicator,I,831710,60841,381921,600834,620856
Country_2587,C2587,Indicator,I,797335,847826,190690,999201,760024
Country_2588,C2588,Indicator,I,189812,3656,756239,313687,715754
Country_2589,C2589,Indicator,I,953819,551138,944024,472195,297644
Country_2590,C2590,Indicator,I,7342,495606,434165,967586,654812
Country_2591,C2591,Indicator,I,342037,159262,495900,852058,552897
Country_2592,C2592,Indicator,I,725850,489207,28231,784243,702914
Country_2593,C2593,Indicator,I,339349,84755,811864,180971,23402
Country_2594,C2594,Indicator,I,800988,258157,248429,550911,119409
Country_2595,C2595,Indicator,I,627016,398790,402112,887647,385083
Country_2596,C2596,Indicator,I,364409,195006,178014,844431,587497
Country_2597,C2597,Indicator,I,448136,412479,668467,972047,451408
Country_2598,C2598,Indicator,I,995406,800696,775039,278130,685371
Country_2599,C2599,Indicator,I,979979,684590,934307,566889,453738
Country_2600,C2600,Indicator,I,660940,45726,479409,72421,550033
Country_2601,C2601,Indicator,I,839174,893554,481341,631455,702867
Country_2602,C2602,Indicator,I,588978,93401,955435,213628,619217
Country_2603,C2603,Indicator,I,480410,633671,544529,653140,226982
Country_2604,C2604,Indicator,I,673358,552986,956564,335251,590399
Country_2605,C2605,Indicator,I,860120,251627,372050,461872,935921
Country_2606,C2606,Indicator,I,698979,923454,412579,763872,591670
Country_2607,C2607,Indicator,I,346360,718854,599474,655085,106896
Country_2608,C2608,Indicator,I,424265,334053,619063,715045,336735
Country_2609,C2609,Indicator,I,28137,202251,76738,423888,701869
Country_2610,C2610,Indicator,I,777302,646392,454460,136231,226148
Country_2611,C2611,Indicator,I,85162,98246,399151,731357,454854
Country_2612,C2612,Indicator,I,628552,569571,294796,40426,997192
Country_2613,C2613,Indicator,I,545090,323905,412286,256798,642445
Country_2614,C2614,Indicator,I,715152,119816,112873,724950,851465
Country_2615,C2615,Indicator,I,896030,291441,339663,840497,338528
Country_2616,C2616,Indicator,I,3358,19408,695408,482277,825134
Country_2617,C2617,Indicator,I,179952,506561,503870,678639,541998
Country_2618,C2618,Indicator,I,254360,209383,479440,340288,475767
Country_2619,C2619,Indicator,I,270422,781838,193430,424056,897241
Country_2620,C2620,Indicator,I,982117,132316,320294,166233,760866
Country_2621,C2621,Indicator,I,455625,29336,673511,932410,372001
Country_2622,C2622,Indicator,I,908768,888032,35823,539703,250898
Country_2623,C2623,Indicator,I,118109,161139,260323,887286,193351
Country_2624,C2624,Indicator,I,497617,535102,74968,597045,114056
Country_2625,C2625,Indicator,I,208113,371144,329752,86525,661695
Country_2626,C2626,Indicator,I,732250,401803,37870,928931,540297
Country_2627,C2627,Indicator,I,789900,567069,837214,453138,5485
Country_2628,C2628,Indicator,I,276737,590554,741960,917088,765460
Country_2629,C2629,Indicator,I,609754,317114,481579,601538,991862
Country_2630,C2630,Indicator,I,192968,734960,281706,608933,121618
Country_2631,C2631,Indicator,I,508842,135387,231742,538757,215950
Country_2632,C2632,Indicator,I,436999,252047,935362,761771,393615
Country_2633,C2633,Indicator,I,195888,117074,615764,345708,888114
Country_2634,C2634,Indicator,I,811345,599314,333254,154005,233295
Country_2635,C2635,Indicator,I,435608,750380,438285,675064,9752
Country_2636,C2636,Indicator,I,984932,552923,592185,571814,252295
Country_2637,C2637,Indicator,I,997608,862366,450143,448295,220026
Country_2638,C2638,Indicator,I,761507,278601,369429,596992,700548
Country_2639,C2639,Indicator,I,115072,914495,779347,628154,363310
Country_2640,C2640,Indicator,I,221746,992800,490740,330099,417608
Country_2641,C2641,Indicator,I,881403,109863,34389,842734,686462
Country_2642,C2642,Indicator,I,709721,370428,877543,10968,536160
Country_2643,C2643,Indicator,I,442302,447434,312594,291752,531404
Country_2644,C2644,Indicator,I,27973,733440,654961,852883,642686
Country_2645,C2645,Indicator,I,699147,62701,207413,790149,917944
Country_2646,C2646,Indicator,I,952075,265277,901086,195452,62555
Country_2647,C2647,Indicator,I,689807,695137,22172,574477,259368
Country_2648,C2648,Indicator,I,222148,804659,68769,126204,348761
Country_2649,C2649,Indicator,I,201923,141886,829727,608213,597227
Country_2650,C2650,Indicator,I,431687,406366,618489,386361,19630
Country_2651,C2651,Indicator,I,490918,58463,716850,706521,778483
Country_2652,C2652,Indicator,I,43712,792655,3889,153233,107027
Country_2653,C2653,Indicator,I,80932,742186,40068,449180,286844
Country_2654,C2654,Indicator,I,623320,112326,680758,127873,988642
Country_2655,C2655,Indicator,I,469826,734685,260095,569638,834038
Country_2656,C2656,Indicator,I,908939,397729,364494,472331,883374
Country_2657,C2657,Indicator,I,745360,180307,887524,228858,455839
Country_2658,C2658,Indicator,I,336539,77591,238153,836849,116723
Country_2659,C2659,Indicator,I,912074,30982,74592,553902,209476
Country_2660,C2660,Indicator,I,825324,493591,902789,829125,675066
Country_2661,C2661,Indicator,I,462144,885021,965992,740744,759403
Country_2662,C2662,Indicator,I,354729,267837,155800,356051,64523
Country_2663,C2663,Indicator,I,184051,420594,600203,144126,402902
Country_2664,C2664,Indicator,I,253906,350384,674082,925774,662324
Country_2665,C2665,Indicator,I,264049,613298,563858,542834,289964
Country_2666,C2666,Indicator,I,233727,40139,901327,645739,784544
Country_2667,C2667,Indicator,I,434646,331102,640735,488232,81121
Country_2668,C2668,Indicator,I,172327,98394,43758,296687,396110
Country_2669,C2669,Indicator,I,507034,437215,10014,410693,965471
Country_2670,C2670,Indicator,I,150235,578403,129507,647453,221933
Country_2671,C2671,Indicator,I,424416,679681,791870,841984,216640
Country_2672,C2672,Indicator,I,534399,444932,752946,88240,706537
Country_2673,C2673,Indicator,I,824241,383009,304311,680620,738260
Country_2674,C2674,Indicator,I,346455,834089,157049,109554,816812
Country_2675,C2675,Indicator,I,205721,932520,69473,986994,871501
Country_2676,C2676,Indicator,I,796275,982833,480528,822159,432375
Country_2677,C2677,Indicator,I,73478,839253,94173,741875,518176
Country_2678,C2678,Indicator,I,401904,363001,741917,418252,387222
Country_2679,C2679,Indicator,I,502817,162590,868373,973462,829526
Country_2680,C2680,Indicator,I,653603,227552,867311,108822,443284
Country_2681,C2681,Indicator,I,813907,386924,799876,412719,19924
Country_2682,C2682,Indicator,I,387250,657707,251579,609309,839506
Country_2683,C2683,Indicator,I,25738,247149,591873,710324,650153
Country_2684,C2684,Indicator,I,786567,656321,576657,623379,471868
Country_2685,C2685,Indicator,I,984936,950820,998106,328627,628306
Country_2686,C2686,Indicator,I,615444,943837,615564,73945,507098
Country_2687,C2687,Indicator,I,575050,165887,809446,171925,770546
Country_2688,C2688,Indicator,I,35240,752468,668055,831207,317816
Country_2689,C2689,Indicator,I,750578,86538,169740,119684,880730
Country_2690,C2690,Indicator,I,951399,117609,337425,997564,28508
Country_2691,C2691,Indicator,I,756926,996250,85276,509631,320807
Country_2692,C2692,Indicator,I,889718,104946,955522,487521,363323
Country_2693,C2693,Indicator,I,121329,289866,431709,491410,211785
Country_2694,C2694,Indicator,I,10455,475394,63926,26364,556114
Country_2695,C2695,Indicator,I,69773,723857,331037,566877,365272
Country_2696,C2696,Indicator,I,78976,447477,668642,129348,113527
Country_2697,C2697,Indicator,I,601039,93626,722530,582909,898906
Country_2698,C2698,Indicator,I,391446,300070,675078,473031,682685
Country_2699,C2699,Indicator,I,361177,949915,879378,540785,910667
Country_2700,C2700,Indicator,I,772681,801606,894617,665926,915152
Country_2701,C2701,Indicator,I,724485,598148,948674,58481,891350
Country_2702,C2702,Indicator,I,847755,41247,172901,267920,894267
Country_2703,C2703,Indicator,I,46427,149018,551679,837186,247203
Country_2704,C2704,Indicator,I,571146,774387,787244,991359,829267
Country_2705,C2705,Indicator,I,159126,41027,701804,987947,924733
Country_2706,C2706,Indicator,I,662109,171550,335602,719239,765185
Country_2707,C2707,Indicator,I,148495,217223,825741,463369,808334
Country_2708,C2708,Indicator,I,731123,958416,390281,627595,14026
Country_2709,C2709,Indicator,I,515311,422343,930073,478454,164694
Country_2710,C2710,Indicator,I,276935,613543,32313,423454,487082
Country_2711,C2711,Indicator,I,686916,868203,232855,905730,383647
Country_2712,C2712,Indicator,I,291236,341027,765905,190594,100519
Country_2713,C2713,Indicator,I,618502,704049,670404,448554,767955
Country_2714,C2714,Indicator,I,386190,84688,721995,279779,326277
Country_2715,C2715,Indicator,I,664719,932757,153435,774928,425031
Country_2716,C2716,Indicator,I,438289,745736,776140,549470,975215
Country_2717,C2717,Indicator,I,21740,757553,939049,264735,866364
Country_2718,C2718,Indicator,I,579510,538851,421692,870816,159922
Country_2719,C2719,Indicator,I,62178,593044,842599,653884,887935
Country_2720,C2720,Indicator,I,220531,296119,27011,500803,23465
Country_2721,C2721,Indicator,I,313049,413527,107931,890107,64228
Country_2722,C2722,Indicator,I,347319,305314,584832,936912,20694
Country_2723,C2723,Indicator,I,683338,785780,34242,917930,583380
Country_2724,C2724,Indicator,I,843594,586040,716695,695077,27328
Country_2725,C2725,Indicator,I,680898,878777,633886,315688,767712
Country_2726,C2726,Indicator,I,477953,87221,851962,153535,707683
Country_2727,C2727,Indicator,I,460348,76159,744346,53125,78723
Country_2728,C2728,Indicator,I,407219,773231,511399,617110,707080
Country_2729,C2729,Indicator,I,833521,23816,848551,560556,373771
Country_2730,C2730,Indicator,I,972068,847928,330948,625337,50648
Country_2731,C2731,Indicator,I,149974,410086,875736,153901,172435
Country_2732,C2732,Indicator,I,107884,891581,890879,122268,233565
Country_2733,C2733,Indicator,I,225856,293239,623004,627563,208274
Country_2734,C2734,Indicator,I,444948,776813,31261,244092,444191
Country_2735,C2735,Indicator,I,549427,35082,567465,92784,196677
Country_2736,C2736,Indicator,I,298608,139572,664971,488253,309521
Country_2737,C2737,Indicator,I,257061,902049,345886,694887,450609
Country_2738,C2738,Indicator,I,626427,640578,587674,298418,524214
Country_2739,C2739,Indicator,I,433998,735526,270020,947259,841076
Country_2740,C2740,Indicator,I,800669,246711,330762,435471,197264
Country_2741,C2741,Indicator,I,529866,987056,891884,117622,774689
Country_2742,C2742,Indicator,I,107423,554499,964308,652153,905902
Country_2743,C2743,Indicator,I,623147,448038,387267,232308,961953
Country_2744,C2744,Indicator,I,316713,482037,447120,241421,586438
Country_2745,C2745,Indicator,I,49275,843778,449622,50823,69998
Country_2746,C2746,Indicator,I,592669,587250,905766,872515,352488
Country_2747,C2747,Indicator,I,564943,304694,172198,282551,828585
Country_2748,C2748,Indicator,I,130741,978137,328166,651257,362355
Country_2749,C2749,Indicator,I,320467,428762,752806,834088,721595
Country_2750,C2750,Indicator,I,452280,355888,529212,327974,214851
Country_2751,C2751,Indicator,I,52507,651795,771886,296601,901742
Country_2752,C2752,Indicator,I,971622,171119,553396,437920,799380
Country_2753,C2753,Indicator,I,152478,745912,473076,828440,876500
Country_2754,C2754,Indicator,I,44366,987576,953015,399826,231758
Country_2755,C2755,Indicator,I,370539,576145,437861,895938,190816
Country_2756,C2756,Indicator,I,939051,286283,157628,49078,850295
Country_2757,C2757,Indicator,I,493066,692024,24972,452015,799758
Country_2758,C2758,Indicator,I,447639,282123,710177,462745,103450
Country_2759,C2759,Indicator,I,782826,574435,478202,570661,664598
Country_2760,C2760,Indicator,I,920372,625521,231382,661804,638374
Country_2761,C2761,Indicator,I,845890,970702,315376,960367,502138
Country_2762,C2762,Indicator,I,21913,446116,759079,977501,289897
Country_2763,C2763,Indicator,I,223164,57081,569173,730487,780821
Country_2764,C2764,Indicator,I,179970,713198,793064,381876,266254
Country_2765,C2765,Indicator,I,810365,116762,258737,475542,425886
Country_2766,C2766,Indicator,I,29457,151964,932173,279095,950508
Country_2767,C2767,Indicator,I,489759,560773,214634,679054,49342
Country_2768,C2768,Indicator,I,464827,47886,946519,874892,817339
Country_2769,C2769,Indicator,I,4877,180859,744436,194036,662421
Country_2770,C2770,Indicator,I,984508,267311,777845,654199,586116
Country_2771,C2771,Indicator,I,417196,633490,843341,247579,980981
Country_2772,C2772,Indicator,I,578003,555691,355097,230520,180992
Country_2773,C2773,Indicator,I,918421,574926,81914,77143,15692
Country_2774,C2774,Indicator,I,305290,697931,904467,44064,874945
Country_2775,C2775,Indicator,I,974337,742779,809561,384603,436333
Country_2776,C2776,Indicator,I,688078,692630,931185,179982,568290
Country_2777,C2777,Indicator,I,165983,51695,953463,202902,214896
